45.194.48.0/22,DO,DO-17,Bani,94000, 18.278848, -70.328203
45.207.16.0/22,DO,DO-17,Bani,94000, 18.278848, -70.328203
154.205.24.0/22,DO,DO-17,Bani,94000, 18.278848, -70.328203
2803:4a10::/32, DO, DO-17, Bani, 94000, 18.278848, -70.328203
