38.46.28.0/22,DO,DO-17,Bani,94000
45.182.190.0/23,DO,DO-17,Bani,94000
45.183.40.0/24,DO,DO-17,Bani,94000
45.194.48.0/22,DO,DO-17,Bani,94000
45.207.16.0/22,DO,DO-17,Bani,94000
154.205.24.0/22,DO,DO-17,Bani,94000
2803:4a10::/32,DO,DO-17,Bani,94000
201.131.112.0/24,DO,DO-17,Bani,94000
